seq,time_hms,proc,chip,summary,source_file,file_idx,start_time,gap_s,elapsed_s
11,12:48:47,It,68.0,It  chip 68  VG=-5.46 V  VDS=0.1 V  VL=2.77 V  λ=365.0 nm  period=240.0 s  #8,raw_data/Alisson_22_sept/It2025-09-22_8.csv,8,1758556127.2902062,557.7914428710938,4789.073474407196
12,12:54:47,It,68.0,It  chip 68  VG=-5.46 V  VDS=0.1 V  VL=4.76 V  λ=365.0 nm  period=240.0 s  #9,raw_data/Alisson_22_sept/It2025-09-22_9.csv,9,1758556487.4922931,360.2020869255066,5149.275561332703
13,13:01:20,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #3,raw_data/Alisson_22_sept/IVg2025-09-22_3.csv,3,1758556880.8840778,393.39178466796875,5542.667346000671
14,13:02:21,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #4,raw_data/Alisson_22_sept/IVg2025-09-22_4.csv,4,1758556941.3051689,60.421091079711914,5603.088437080383
15,13:03:21,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #5,raw_data/Alisson_22_sept/IVg2025-09-22_5.csv,5,1758557001.3293362,60.02416729927063,5663.112604379654
16,13:04:21,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #6,raw_data/Alisson_22_sept/IVg2025-09-22_6.csv,6,1758557061.5903609,60.261024713516235,5723.37362909317
17,13:05:21,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #7,raw_data/Alisson_22_sept/IVg2025-09-22_7.csv,7,1758557121.672283,60.08192205429077,5783.455551147461
18,13:06:21,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #8,raw_data/Alisson_22_sept/IVg2025-09-22_8.csv,8,1758557181.939267,60.26698398590088,5843.722535133362
19,13:29:51,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #9,raw_data/Alisson_22_sept/IVg2025-09-22_9.csv,9,1758558591.260614,1409.3213469982147,7253.0438821315765
20,13:55:45,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #10,raw_data/Alisson_22_sept/IVg2025-09-22_10.csv,10,1758560145.1281865,1553.8675725460052,8806.911454677582
21,13:58:56,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=0.89 V  λ=365.0 nm  period=240.0 s  #10,raw_data/Alisson_22_sept/It2025-09-22_10.csv,10,1758560336.3277652,191.19957876205444,8998.111033439636
22,14:04:57,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=2.77 V  λ=365.0 nm  period=240.0 s  #11,raw_data/Alisson_22_sept/It2025-09-22_11.csv,11,1758560697.1878006,360.8600354194641,9358.9710688591
23,14:10:57,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=4.76 V  λ=365.0 nm  period=240.0 s  #12,raw_data/Alisson_22_sept/It2025-09-22_12.csv,12,1758561057.4915307,360.3037300109863,9719.274798870087
24,14:49:49,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=0.89 V  λ=365.0 nm  period=240.0 s  #13,raw_data/Alisson_22_sept/It2025-09-22_13.csv,13,1758563389.010859,2331.519328355789,12050.794127225876
25,14:55:49,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=2.77 V  λ=365.0 nm  period=240.0 s  #14,raw_data/Alisson_22_sept/It2025-09-22_14.csv,14,1758563749.2231004,360.2122414112091,12411.006368637085
26,15:01:49,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=4.76 V  λ=365.0 nm  period=240.0 s  #15,raw_data/Alisson_22_sept/It2025-09-22_15.csv,15,1758564109.467766,360.2446656227112,12771.251034259796
27,15:07:49,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=0.89 V  λ=365.0 nm  period=240.0 s  #16,raw_data/Alisson_22_sept/It2025-09-22_16.csv,16,1758564469.6931489,360.2253828048706,13131.476417064667
28,15:13:49,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=2.77 V  λ=365.0 nm  period=240.0 s  #17,raw_data/Alisson_22_sept/It2025-09-22_17.csv,17,1758564829.9300816,360.2369327545166,13491.713349819183
29,15:19:50,It,68.0,It  chip 68  VG=1.16 V  VDS=0.1 V  VL=4.76 V  λ=365.0 nm  period=240.0 s  #18,raw_data/Alisson_22_sept/It2025-09-22_18.csv,18,1758565190.2194169,360.2893352508545,13852.002685070038
30,16:24:57,IVg,68.0,IVg chip 68  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #11,raw_data/Alisson_22_sept/IVg2025-09-22_11.csv,11,1758569097.4680393,3907.24862241745,17759.251307487488
31,16:51:19,IVg,72.0,IVg chip 72  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #12,raw_data/Alisson_22_sept/IVg2025-09-22_12.csv,12,1758570679.4699981,1582.001958847046,19341.253266334534
32,17:06:00,LaserCalibration,,LaserCalibration λ=850.0 nm  #2,raw_data/Alisson_22_sept/LaserCalibration2025-09-22_2.csv,2,1758571560.5293427,881.0593445301056,20222.31261086464
33,17:12:56,IVg,72.0,IVg chip 72  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #13,raw_data/Alisson_22_sept/IVg2025-09-22_13.csv,13,1758571976.7727933,416.2434506416321,20638.55606150627
34,17:14:43,It,72.0,It  chip 72  VG=-5.12 V  VDS=0.1 V  VL=1.33 V  λ=850.0 nm  period=120.0 s  #19,raw_data/Alisson_22_sept/It2025-09-22_19.csv,19,1758572083.7175047,106.94471144676208,20745.500772953033
35,17:17:52,It,72.0,It  chip 72  VG=-5.12 V  VDS=0.1 V  VL=2.64 V  λ=850.0 nm  period=120.0 s  #20,raw_data/Alisson_22_sept/It2025-09-22_20.csv,20,1758572272.0956964,188.37819170951843,20933.878964662552
36,17:21:00,It,72.0,It  chip 72  VG=-5.12 V  VDS=0.1 V  VL=3.98 V  λ=850.0 nm  period=120.0 s  #21,raw_data/Alisson_22_sept/It2025-09-22_21.csv,21,1758572460.6696181,188.57392168045044,21122.452886343002
37,19:50:38,IVg,72.0,IVg chip 72  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #14,raw_data/Alisson_22_sept/IVg2025-09-22_14.csv,14,1758581438.7875533,8978.117935180664,30100.570821523666
